,link,image,name,avr_rating,category,location
34,/spirits/black-maple-hill-16-year-bourbon,"https://ip-distiller.imgix.net/images/spirits/08de7310-0096-0132-1cc1-0ea121e7e0fd/black-maple-hill-16-bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Black Maple Hill 16 Year Bourbon,4.62,Bourbon,"Kentucky, USA"
35,/spirits/george-t-stagg-bourbon-fall-2013,"https://ip-distiller.imgix.net/images/spirits/57cb43f0-5a37-0131-4c3b-36b20afe4897/george-t-stagg-barrel-strength_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",George T. Stagg Bourbon (Fall 2013),4.61,Bourbon,"Kentucky, USA"
36,/spirits/highland-park-30,"https://ip-distiller.imgix.net/images/spirits/392862f0-595a-0131-f815-4ee0f0391393/highland_park_30_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Highland Park 30 Year,4.35,Peated Single Malt,"Islands, Scotland"
37,/spirits/yamazaki-18,"https://ip-distiller.imgix.net/images/spirits/65141b7e-337d-437e-b034-3a62725751e8/yamazaki_18_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yamazaki 18 Year,4.62,Single Malt,"Honshu, Japan"
38,/spirits/lark-single-malt-distiller-s-selection,"https://ip-distiller.imgix.net/images/spirits/50ff04fe-3a49-488e-a49e-5c4ee863dad5/lark-distillers-selection_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Lark Single Malt Distiller's Selection,4.48,Peated Single Malt,"Tasmania, Australia"
39,/spirits/bushmills-21-year-old,"https://ip-distiller.imgix.net/images/spirits/9dc7e750-ff92-497b-9230-1ba3d7ee1347/bushmills_21_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bushmills 21 Year Single Malt,4.39,Single Malt,Northern Ireland
40,/spirits/compass-box-hedonism,"https://ip-distiller.imgix.net/images/spirits/bcc2521f-d4dc-49a5-a9bf-ec94ba2faa14/compass_box_headonism_blended_grain_scotch_whisky_new_bottle_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Compass Box Hedonism,4.22,Blended Grain,Scotland
41,/spirits/the-last-drop-signature-blend,"https://ip-distiller.imgix.net/images/spirits/f5b3b2e0-1cf4-013b-661a-06b811377877/the_last_drop_signature_blend_original-1663886237.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",The Last Drop Signature Blend,,Blended American Whiskey,"Kentucky, USA"
42,/spirits/heaven-hill-heritage-collection-17-year-barrel-proof-bourbon-spring-2022,"https://ip-distiller.imgix.net/images/spirits/75acbbc0-7d43-013a-c0fc-52e926541bb3/hh17_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Heaven Hill 17 Year Heritage Collection Barrel Proof Bourbon (Spring 2022),4.39,Bourbon,"Kentucky, USA"
43,/spirits/jack-daniel-s-single-barrel-coy-hill-high-proof-2021-release,"https://ip-distiller.imgix.net/images/spirits/6dc8e600-1d87-013a-36d5-22acd2295162/jdcoyhill_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jack Daniel's Single Barrel Coy Hill High Proof (2021 Special Release),4.42,Tennessee,"Tennessee, USA"
44,/spirits/gordon-macphail-generations-80-year,"https://ip-distiller.imgix.net/images/spirits/1f919680-ee71-0139-cb61-4e44baa99e4f/glen_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenlivet 1940 80 Year Generations (Gordon & MacPhail),5.0,Peated Single Malt,"Speyside, Scotland"
45,/spirits/glenfiddich-grand-couronne-26-year,"https://ip-distiller.imgix.net/images/spirits/f1e5a5b0-e341-0139-b8bb-3eeb46b9c31a/glenfiddichgrande_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenfiddich Grand Couronne 26 Year,4.32,Single Malt,"Speyside , Scotland"
46,/spirits/laphroaig-33-year-the-ian-hunter-story-book-3,"https://ip-distiller.imgix.net/images/spirits/0bb13a10-64e4-0139-6bd1-52927e536f2b/laphroaig_33_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laphroaig 33 Year The Ian Hunter Story Book 3,,Peated Single Malt,"Islay, Scotland"
47,/spirits/michter-s-us-1-barrel-strength-kentucky-straight-rye-2021-release,"https://ip-distiller.imgix.net/images/spirits/250636c0-5832-0139-b8fc-56ccf18b147e/michters_2019_barrel_Strength_rye_original_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Michter's US*1 Barrel Strength Kentucky Straight Rye (2021 Release),4.39,Rye,"Kentucky, USA"
48,/spirits/laphroaig-25-year-cask-strength-2020-edition,"https://ip-distiller.imgix.net/images/spirits/0e8ad890-18ac-0139-ea1c-1e7985249479/laphroaig25_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laphroaig 25 Year Cask Strength (2020 Edition),4.61,Peated Single Malt,"Islay, Scotland"
49,/spirits/whistlepig-the-boss-hog-vii-magellan-s-atlantic,"https://ip-distiller.imgix.net/images/spirits/b90081c0-de65-0138-714a-4ed899f5fb75/whistlepig_boss_hog_vii_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",WhistlePig The Boss Hog VII: Magellan's Atlantic,4.6,Rye,"(bottled in) Vermont, Canada"
50,/spirits/george-t-stagg-bourbon-fall-2020,"https://ip-distiller.imgix.net/images/spirits/18477fa0-d4db-0138-df46-1af832e03f50/george_t_stagg_2020_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",George T. Stagg Bourbon (Fall 2020),4.65,Bourbon,"Kentucky, USA"
51,/spirits/redbreast-27-year,"https://ip-distiller.imgix.net/images/spirits/ad253090-3038-0138-c93f-5a7395f175bf/redbreast_27_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Redbreast 27 Year,4.66,Single Pot Still,Ireland
52,/spirits/mister-sam-blended-whiskey-2019-release,"https://ip-distiller.imgix.net/images/spirits/c5d55c60-3d10-0137-5806-56bd54c6e596/tribute_mister_sam_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Mister Sam Blended Whiskey (2019 Release),4.5,Other Whiskey,Multiple Countries
53,/spirits/bunnahabhain-2005-palo-cortado-cask-finish,"https://ip-distiller.imgix.net/images/spirits/408dba60-d08b-0136-7c3b-0ea9806d6b63/bunnahabhain_palo_cotrado_2005_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bunnahabhain 2005 Palo Cortado Cask Finish,4.68,Peated Single Malt,"Islay, Scotland"
54,/spirits/canadian-club-41-year,"https://ip-distiller.imgix.net/images/spirits/f4a7f6f0-cdca-0136-8928-3adb6c31c25f/canadian_club_41_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Canadian Club Chronicles 41 Year,4.43,Canadian,"Ontario, Canada"
55,/spirits/red-spot-15-year-single-pot-still,"https://ip-distiller.imgix.net/images/spirits/6a585690-b6ec-0136-34c1-0e7b9454bec8/red_spot_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Red Spot 15 Year Single Pot Still,4.31,Single Pot Still,Ireland
56,/spirits/william-larue-weller-fall-2018,"https://ip-distiller.imgix.net/images/spirits/bd261670-9d83-0136-dc42-3e983e3ab871/btac_wlw_2018_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",William Larue Weller Bourbon (Fall 2018),4.63,Bourbon,"Kentucky, USA"
57,/spirits/old-forester-birthday-bourbon-2018,"https://ip-distiller.imgix.net/images/spirits/737060b0-7bf6-0136-4ba0-1e60f42cfb9f/old_forester_birthday_bourbon_2018_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Old Forester Birthday Bourbon 2018,4.43,Bourbon,"Kentucky, USA"
58,/spirits/catoctin-creek-rabble-rouser-rye-whiskey,"https://ip-distiller.imgix.net/images/spirits/295b4be0-0eae-0136-3c85-3afdeb21867e/catocin_creek_rabble_rouser_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Catoctin Creek Rabble Rouser Bottled in Bond Rye,4.06,Rye,"Virginia, USA"
59,/spirits/bruichladdich-1984-32-bourbon-all-in,"https://ip-distiller.imgix.net/images/spirits/259b42d0-faf7-0135-c523-7aeaa209b160/bruichladdich_1984_32_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bruichladdich 1984/32 Bourbon: All In,4.71,Single Malt,"Islay, Scotland"
60,/spirits/lock-stock-barrel-straight-rye-whiskey-18-year,"https://ip-distiller.imgix.net/images/spirits/297c9e80-972b-0135-0cb8-76d730c11d60/lock_stock_18_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Lock Stock & Barrel Straight Rye Whiskey 18 Year,4.52,Rye,Canada
61,/spirits/canadian-club-40-year,"https://ip-distiller.imgix.net/images/spirits/7e40dab0-904e-0135-6835-02630d562af3/canadian_club_40_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Canadian Club 40 Year,4.15,Canadian,"Ontario, Canada"
62,/spirits/j-p-wiser-s-35-year,"https://ip-distiller.imgix.net/images/spirits/822de1b0-856f-0135-4cc0-32b1d61bd46a/jp_wisers_35_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",J.P. Wiser's 35 Year,4.26,Canadian,"Ontario, Canada"
63,/spirits/yamazaki-18-year-mizunara-cask-2017-edition,"https://ip-distiller.imgix.net/images/spirits/f054d330-79ff-0135-72f6-0ef26391ba47/yamazaki_18_year_2017_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yamazaki 18 Year Mizunara Cask (2017 Edition),4.53,Single Malt,Japan
64,/spirits/glenmorangie-grand-vintage-1990,"https://ip-distiller.imgix.net/images/spirits/e29526e0-0b1b-0135-2bf3-6a0efca2456c/glenmorangie_1990_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenmorangie Grand Vintage 1990,4.88,Single Malt,"Highlands, Scotland"
65,/spirits/bowmore-50-year-1961,"https://ip-distiller.imgix.net/images/spirits/aad9efc0-f17f-0134-7c1f-721577701edc/bowmore_1961_50_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bowmore 50 Year 1961,5.0,Peated Single Malt,"Islay, Scotland"
66,/spirits/j-p-wiser-s-union-52,"https://ip-distiller.imgix.net/images/spirits/5aacdc80-a530-0134-9fc2-369bd743222c/jp_wisers_union_52_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",J.P. Wiser's Union 52,4.58,Blended Malt,"Ontario, Multiple Countries"
67,/spirits/four-roses-limited-edition-small-batch-bourbon-2016,"https://ip-distiller.imgix.net/images/spirits/3a7009a0-5ab0-0134-8c86-3eb6f9b9b5fb/four_roses_limited_edition_small_batch_bourbon_2016_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Four Roses Limited Edition Small Batch Bourbon (2016),4.34,Bourbon,"Kentucky, USA"
68,/spirits/william-larue-weller-bourbon-fall-2016,"https://ip-distiller.imgix.net/images/spirits/0b86e090-5749-0134-1c4e-4e8213b82b8e/william_larue_weller_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",William Larue Weller Bourbon (Fall 2016),4.71,Bourbon,"Kentucky, USA"
69,/spirits/yamazaki-25-year,"https://ip-distiller.imgix.net/images/spirits/a2646ec0-bbcf-0133-a403-16a648e409b7/yamazaki_25_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yamazaki 25 Year (Discontinued),4.8,Single Malt,Japan
70,/spirits/octomore-7-3-169-islay-barley,"https://ip-distiller.imgix.net/images/spirits/e8fec490-8819-0133-813e-2234b4929309/octomore_7_3_169_islay_barley_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Octomore 07.3/169 Islay Barley,4.58,Peated Single Malt,"Islay, Scotland"
71,/spirits/the-macallan-reflexion,"https://ip-distiller.imgix.net/images/spirits/21fc7f80-7b2b-0133-2ae7-568bbbd2de48/macallan_reflexion_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Macallan Reflexion,4.64,Single Malt,"Highlands, Scotland"
72,/spirits/four-roses-limited-edition-small-batch-bourbon-2015,"https://ip-distiller.imgix.net/images/spirits/e8b645c0-6c9b-0133-3990-4627d8451793/four_roses_limited_edition_small_batch_barrel_strength_2015_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Four Roses Limited Edition Small Batch Bourbon (2015),4.42,Bourbon,"Kentucky, USA"
73,/spirits/jack-daniel-s-sinatra-century,"https://ip-distiller.imgix.net/images/spirits/9ccf1940-4aa5-0133-3bbb-5281fb1f3971/jack_daniels_sinatra_century_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jack Daniel's Sinatra Century,4.32,Tennessee,"Tennessee, USA"
